period,entity,region,department,actual_ending_headcount,budget_ending_headcount,headcount_variance,actual_payroll_cost,budget_payroll_cost,payroll_variance
2025-05,Canada,East,Operations,16,17.31,-1.31,114190.36,118905.14,-4714.78
2025-05,Canada,East,Sales,12,12.18,-0.18,90674.69,95272.08,-4597.39
2025-05,Canada,East,Technology,11,11.18,-0.18,79691.65,82705.32,-3013.67
2025-05,Canada,International,G&A,5,5.37,-0.37,36058.34,38936.89,-2878.55
2025-05,Canada,International,Marketing,6,6.51,-0.51,43235.36,46521.27,-3285.91
2025-05,Canada,International,Operations,14,14.96,-0.96,103416.11,108124.71,-4708.6
2025-05,Canada,International,Sales,10,10.1,-0.1,69778.59,73127.11,-3348.52
2025-05,Canada,International,Technology,9,8.99,0.01,72503.56,70877.28,1626.28
2025-05,Canada,West,G&A,7,7.19,-0.19,41909.59,43406.5,-1496.91
2025-05,Canada,West,Marketing,8,8.04,-0.04,42614.34,44018.33,-1403.99
2025-05,Canada,West,Operations,20,19.91,0.09,139833.86,135049.86,4784.0
2025-05,Canada,West,Sales,15,15.34,-0.34,111129.2,116646.39,-5517.19
2025-05,Canada,West,Technology,12,12.1,-0.1,86226.93,86970.88,-743.95
2025-05,UK,Central,G&A,5,5.13,-0.13,37849.14,40126.74,-2277.6
2025-05,UK,Central,Marketing,6,6.31,-0.31,40751.83,41946.12,-1194.29
2025-05,UK,Central,Operations,15,15.53,-0.53,119555.96,129762.85,-10206.89
2025-05,UK,Central,Sales,11,11.29,-0.29,80164.62,80499.36,-334.74
2025-05,UK,Central,Technology,10,10.36,-0.36,84106.66,86684.17,-2577.51
2025-05,UK,East,G&A,4,4.14,-0.14,23196.47,23792.64,-596.17
2025-05,UK,East,Marketing,7,7.37,-0.37,51995.43,54246.85,-2251.42
2025-05,UK,East,Operations,14,14.28,-0.28,109272.9,112068.52,-2795.62
2025-05,UK,East,Sales,10,10.39,-0.39,56269.04,57370.99,-1101.95
2025-05,UK,East,Technology,9,9.66,-0.66,67164.92,69724.44,-2559.52
2025-05,UK,International,G&A,4,4.34,-0.34,27631.89,29142.12,-1510.23
2025-05,UK,International,Marketing,5,5.23,-0.23,28568.07,29103.32,-535.25
2025-05,UK,International,Operations,11,10.8,0.2,69394.78,75289.07,-5894.29
2025-05,UK,International,Sales,9,9.19,-0.19,64800.58,64905.62,-105.04
2025-05,UK,International,Technology,7,7.23,-0.23,54313.91,57192.71,-2878.8
2025-05,UK,West,G&A,5,5.09,-0.09,35288.15,36418.11,-1129.96
2025-05,UK,West,Marketing,8,8.1,-0.1,55110.93,55967.42,-856.49
2025-05,UK,West,Operations,18,18.54,-0.54,126954.89,128212.35,-1257.46
2025-05,UK,West,Sales,13,13.28,-0.28,94271.29,103304.66,-9033.37
2025-05,UK,West,Technology,10,10.42,-0.42,75861.06,81986.04,-6124.98
2025-05,USA,Central,G&A,8,8.08,-0.08,54654.01,56342.32,-1688.31
2025-05,USA,Central,Marketing,10,10.71,-0.71,55281.86,55279.23,2.63
2025-05,USA,Central,Operations,22,23.34,-1.34,153974.56,151844.76,2129.8
2025-05,USA,Central,Sales,18,18.97,-0.97,130053.06,138777.49,-8724.43
2025-05,USA,Central,Technology,15,16.0,-1.0,92629.16,96997.22,-4368.06
2025-05,USA,East,G&A,7,7.17,-0.17,52255.06,55656.58,-3401.52
2025-05,USA,East,Marketing,10,10.32,-0.32,69771.5,72306.03,-2534.53
2025-05,USA,East,Operations,22,22.15,-0.15,120196.25,123679.63,-3483.38
2025-05,USA,East,Sales,16,16.92,-0.92,127875.08,128764.52,-889.44
2025-05,USA,East,Technology,13,13.91,-0.91,96504.24,102437.98,-5933.74
2025-05,USA,International,G&A,6,6.2,-0.2,44705.23,46558.51,-1853.28
2025-05,USA,International,Marketing,8,7.97,0.03,57037.18,62274.04,-5236.86
2025-05,USA,International,Operations,18,17.68,0.32,107821.68,107603.01,218.67
2025-05,USA,International,Sales,15,15.64,-0.64,115516.75,120685.39,-5168.64
2025-05,USA,International,Technology,12,12.49,-0.49,88221.88,94976.42,-6754.54
2025-05,USA,West,G&A,9,8.79,0.21,52155.56,55589.22,-3433.66
2025-05,USA,West,Marketing,12,12.39,-0.39,105884.49,110020.81,-4136.32
2025-05,USA,West,Operations,27,27.62,-0.62,190779.99,195846.21,-5066.22
2025-05,USA,West,Sales,21,21.97,-0.97,96171.71,102246.85,-6075.14
2025-05,USA,West,Technology,16,16.2,-0.2,107183.02,111170.66,-3987.64
2025-06,Canada,Central,G&A,6,6.19,-0.19,53167.33,53658.61,-491.28
2025-06,Canada,Central,Marketing,7,7.02,-0.02,50144.71,50898.57,-753.86
2025-06,Canada,Central,Operations,15,15.39,-0.39,100095.46,100545.31,-449.85
2025-06,Canada,Central,Sales,13,13.37,-0.37,104746.0,103411.97,1334.03
2025-06,Canada,Central,Technology,11,11.49,-0.49,94739.89,97757.44,-3017.55
2025-06,Canada,East,G&A,5,5.21,-0.21,36720.65,37486.79,-766.14
2025-06,Canada,East,Marketing,7,7.27,-0.27,47520.94,48270.21,-749.27
2025-06,Canada,East,Operations,17,17.33,-0.33,129243.18,134089.69,-4846.51
2025-06,Canada,East,Sales,13,13.14,-0.14,99849.39,99958.49,-109.1
2025-06,Canada,East,Technology,10,9.79,0.21,72915.63,78779.73,-5864.1
2025-06,Canada,International,G&A,4,4.07,-0.07,25913.56,26025.35,-111.79
2025-06,Canada,International,Marketing,6,5.99,0.01,43318.66,45291.03,-1972.37
2025-06,Canada,International,Operations,13,13.39,-0.39,94077.34,92819.7,1257.64
2025-06,Canada,International,Sales,10,10.48,-0.48,70749.25,69130.18,1619.07
2025-06,Canada,International,Technology,8,7.81,0.19,62982.79,65365.83,-2383.04
2025-06,Canada,West,G&A,6,6.12,-0.12,43187.35,42580.45,606.9
2025-06,Canada,West,Marketing,8,8.1,-0.1,60588.52,60116.94,471.58
2025-06,Canada,West,Operations,18,19.41,-1.41,125289.77,124316.84,972.93
2025-06,Canada,West,Sales,14,14.53,-0.53,123739.31,131676.24,-7936.93
2025-06,Canada,West,Technology,13,13.52,-0.52,87458.76,88033.15,-574.39
2025-06,UK,Central,G&A,5,5.35,-0.35,34078.0,35259.66,-1181.66
2025-06,UK,Central,Marketing,6,6.11,-0.11,34827.96,33170.03,1657.93
2025-06,UK,Central,Operations,14,15.07,-1.07,105888.99,106308.29,-419.3
2025-06,UK,Central,Sales,12,12.69,-0.69,92523.39,97066.46,-4543.07
2025-06,UK,Central,Technology,9,9.67,-0.67,66192.56,70376.78,-4184.22
2025-06,UK,East,G&A,4,4.03,-0.03,30478.13,31397.29,-919.16
2025-06,UK,East,Marketing,6,5.94,0.06,46812.84,50566.53,-3753.69
2025-06,UK,East,Operations,13,13.97,-0.97,106849.14,110042.83,-3193.69
2025-06,UK,East,Sales,10,10.3,-0.3,74666.27,73317.49,1348.78
2025-06,UK,East,Technology,8,8.31,-0.31,51770.56,52469.41,-698.85
2025-06,UK,International,G&A,4,4.12,-0.12,30334.92,29773.34,561.58
2025-06,UK,International,Marketing,5,5.02,-0.02,33000.84,36672.3,-3671.46
2025-06,UK,International,Operations,11,11.87,-0.87,78253.43,80045.1,-1791.67
2025-06,UK,International,Sales,9,9.31,-0.31,62459.09,68953.8,-6494.71
2025-06,UK,International,Technology,7,7.45,-0.45,56339.41,57582.7,-1243.29
2025-06,UK,West,G&A,5,5.06,-0.06,37099.08,38255.73,-1156.65
2025-06,UK,West,Marketing,7,6.99,0.01,46538.99,50038.36,-3499.37
2025-06,UK,West,Operations,16,16.75,-0.75,111136.9,111916.83,-779.93
2025-06,UK,West,Sales,13,12.63,0.37,93759.77,99389.04,-5629.27
2025-06,UK,West,Technology,11,11.32,-0.32,86188.35,87402.91,-1214.56
2025-06,USA,Central,G&A,7,7.08,-0.08,39920.66,41779.81,-1859.15
2025-06,USA,Central,Marketing,10,10.32,-0.32,75550.71,78413.56,-2862.85
2025-06,USA,Central,Operations,23,24.08,-1.08,201013.06,208243.98,-7230.92
2025-06,USA,Central,Sales,18,17.31,0.69,146282.08,151836.31,-5554.23
2025-06,USA,Central,Technology,14,13.98,0.02,122608.27,123380.42,-772.15
2025-06,USA,East,G&A,7,7.46,-0.46,48549.74,49627.04,-1077.3
2025-06,USA,East,Marketing,10,10.07,-0.07,63410.36,64620.61,-1210.25
2025-06,USA,East,Operations,22,21.6,0.4,197419.43,196275.74,1143.69
2025-06,USA,East,Sales,16,16.97,-0.97,109311.62,111845.03,-2533.41
2025-06,USA,East,Technology,13,13.21,-0.21,113013.47,115635.01,-2621.54
2025-06,USA,International,G&A,6,6.14,-0.14,40961.36,42958.09,-1996.73
2025-06,USA,International,Marketing,8,8.63,-0.63,57985.3,60517.0,-2531.7
2025-06,USA,International,Operations,19,18.88,0.12,165925.93,164608.76,1317.17
2025-06,USA,International,Sales,14,13.44,0.56,85707.04,85751.5,-44.46
2025-06,USA,International,Technology,12,12.44,-0.44,90679.73,96253.27,-5573.54
2025-06,USA,West,G&A,8,8.42,-0.42,61870.83,63612.42,-1741.59
2025-06,USA,West,Marketing,11,11.0,0.0,63230.01,65969.83,-2739.82
2025-06,USA,West,Operations,27,28.01,-1.01,190821.34,200759.18,-9937.84
2025-06,USA,West,Sales,19,19.27,-0.27,129652.04,138327.76,-8675.72
2025-06,USA,West,Technology,16,16.55,-0.55,105210.75,107184.26,-1973.51
2025-07,Canada,Central,G&A,5,5.16,-0.16,37090.16,38483.87,-1393.71
2025-07,Canada,Central,Marketing,7,6.79,0.21,44138.9,46786.82,-2647.92
2025-07,Canada,Central,Operations,17,17.35,-0.35,113974.58,117703.34,-3728.76
2025-07,Canada,Central,Sales,12,12.34,-0.34,78113.46,84109.57,-5996.11
2025-07,Canada,Central,Technology,11,11.47,-0.47,69257.25,75409.24,-6151.99
2025-07,Canada,East,G&A,5,5.29,-0.29,37899.53,39340.78,-1441.25
2025-07,Canada,East,Marketing,7,7.22,-0.22,50678.5,50025.1,653.4
2025-07,Canada,East,Operations,16,16.62,-0.62,115436.75,116617.44,-1180.69
2025-07,Canada,East,Sales,13,13.23,-0.23,91091.65,94008.22,-2916.57
2025-07,Canada,East,Technology,11,11.1,-0.1,98875.27,105318.02,-6442.75
2025-07,Canada,International,G&A,4,4.01,-0.01,33497.78,33439.15,58.63
2025-07,Canada,International,Marketing,6,6.08,-0.08,46153.63,46916.54,-762.91
2025-07,Canada,International,Operations,13,13.63,-0.63,100978.95,100033.99,944.96
2025-07,Canada,International,Sales,10,10.23,-0.23,63356.25,66059.81,-2703.56
2025-07,Canada,International,Technology,9,9.52,-0.52,71753.52,73401.13,-1647.61
2025-07,Canada,West,G&A,6,6.11,-0.11,38653.82,40959.81,-2305.99
2025-07,Canada,West,Marketing,9,9.51,-0.51,68852.7,70928.37,-2075.67
2025-07,Canada,West,Operations,20,21.12,-1.12,134211.57,140696.3,-6484.73
2025-07,Canada,West,Sales,16,16.63,-0.63,129338.24,132078.86,-2740.62
2025-07,Canada,West,Technology,13,13.55,-0.55,81087.99,85351.01,-4263.02
2025-07,UK,Central,G&A,5,5.03,-0.03,36625.39,37127.02,-501.63
2025-07,UK,Central,Marketing,5,5.37,-0.37,40834.23,40849.08,-14.85
2025-07,UK,Central,Operations,14,14.29,-0.29,119734.37,123427.22,-3692.85
2025-07,UK,Central,Sales,12,12.1,-0.1,75804.26,84772.62,-8968.36
2025-07,UK,Central,Technology,9,9.23,-0.23,63832.67,65350.83,-1518.16
2025-07,UK,East,G&A,4,3.95,0.05,29136.11,30003.54,-867.43
2025-07,UK,East,Marketing,6,6.11,-0.11,46381.83,47422.31,-1040.48
2025-07,UK,East,Operations,13,13.78,-0.78,95833.3,97483.31,-1650.01
2025-07,UK,East,Sales,10,10.48,-0.48,64374.57,66018.87,-1644.3
2025-07,UK,East,Technology,9,8.82,0.18,72222.67,77897.37,-5674.7
2025-07,UK,International,G&A,4,4.01,-0.01,28814.4,30137.74,-1323.34
2025-07,UK,International,Marketing,5,5.15,-0.15,45528.18,45361.11,167.07
2025-07,UK,International,Operations,12,12.75,-0.75,82693.16,87153.65,-4460.49
2025-07,UK,International,Sales,8,7.95,0.05,50853.28,53974.81,-3121.53
2025-07,UK,International,Technology,7,6.98,0.02,51640.17,54226.76,-2586.59
2025-07,UK,West,G&A,5,4.77,0.23,36853.02,37326.5,-473.48
2025-07,UK,West,Marketing,7,7.51,-0.51,45913.13,46178.24,-265.11
2025-07,UK,West,Operations,17,17.46,-0.46,114679.55,114170.32,509.23
2025-07,UK,West,Sales,13,13.56,-0.56,92204.08,89549.8,2654.28
2025-07,UK,West,Technology,10,10.46,-0.46,64976.61,69049.85,-4073.24
2025-07,USA,Central,G&A,7,6.68,0.32,52856.15,56113.56,-3257.41
2025-07,USA,Central,Marketing,10,10.76,-0.76,87084.19,85994.61,1089.58
2025-07,USA,Central,Operations,22,21.87,0.13,165322.68,169078.69,-3756.01
2025-07,USA,Central,Sales,16,16.31,-0.31,114135.37,116466.34,-2330.97
2025-07,USA,Central,Technology,13,13.08,-0.08,91481.02,90103.4,1377.62
2025-07,USA,East,G&A,7,7.41,-0.41,50611.69,51771.83,-1160.14
2025-07,USA,East,Marketing,10,10.63,-0.63,74985.07,79237.44,-4252.37
2025-07,USA,East,Operations,23,23.04,-0.04,172808.18,183892.72,-11084.54
2025-07,USA,East,Sales,16,16.53,-0.53,119251.53,122775.44,-3523.91
2025-07,USA,East,Technology,15,15.18,-0.18,117856.08,124427.71,-6571.63
2025-07,USA,International,G&A,6,6.31,-0.31,42554.95,45026.95,-2472.0
2025-07,USA,International,Marketing,8,8.62,-0.62,54690.09,58928.41,-4238.32
2025-07,USA,International,Operations,18,18.44,-0.44,106225.77,110840.73,-4614.96
2025-07,USA,International,Sales,14,14.77,-0.77,125329.96,134422.5,-9092.54
2025-07,USA,International,Technology,12,12.04,-0.04,78472.75,77562.81,909.94
2025-07,USA,West,G&A,9,9.48,-0.48,60205.72,59782.85,422.87
2025-07,USA,West,Marketing,12,11.92,0.08,89472.73,91048.61,-1575.88
2025-07,USA,West,Operations,27,27.75,-0.75,146724.21,151806.72,-5082.51
2025-07,USA,West,Sales,20,20.24,-0.24,150589.01,151306.55,-717.54
2025-07,USA,West,Technology,16,16.43,-0.43,101325.61,103384.21,-2058.6
2025-08,Canada,Central,G&A,5,4.99,0.01,36093.12,36020.02,73.1
2025-08,Canada,Central,Marketing,8,8.31,-0.31,56773.32,59293.34,-2520.02
2025-08,Canada,Central,Operations,17,17.42,-0.42,143798.96,148820.87,-5021.91
2025-08,Canada,Central,Sales,13,13.18,-0.18,105331.84,107535.36,-2203.52
2025-08,Canada,Central,Technology,10,10.6,-0.6,69982.5,71725.15,-1742.65
2025-08,Canada,East,G&A,5,5.01,-0.01,33338.3,33972.24,-633.94
2025-08,Canada,East,Marketing,7,7.13,-0.13,46963.01,49194.44,-2231.43
2025-08,Canada,East,Operations,16,16.74,-0.74,94220.1,92815.3,1404.8
2025-08,Canada,East,Sales,12,11.87,0.13,88847.11,93180.51,-4333.4
2025-08,Canada,East,Technology,10,9.71,0.29,75526.98,80338.98,-4812.0
2025-08,Canada,International,G&A,5,5.19,-0.19,29644.84,30827.4,-1182.56
2025-08,Canada,International,Marketing,6,6.05,-0.05,45114.79,44903.64,211.15
2025-08,Canada,International,Operations,14,14.95,-0.95,107058.44,113180.96,-6122.52
2025-08,Canada,International,Sales,10,10.88,-0.88,89719.73,91359.11,-1639.38
2025-08,Canada,International,Technology,8,8.21,-0.21,57830.58,61121.19,-3290.61
2025-08,Canada,West,G&A,6,6.39,-0.39,45742.07,47894.93,-2152.86
2025-08,Canada,West,Marketing,8,7.96,0.04,45591.96,46442.1,-850.14
2025-08,Canada,West,Operations,20,20.09,-0.09,146927.08,157190.14,-10263.06
2025-08,Canada,West,Sales,15,15.84,-0.84,99783.52,103521.76,-3738.24
2025-08,Canada,West,Technology,14,13.84,0.16,111854.76,114296.13,-2441.37
2025-08,UK,Central,G&A,5,5.17,-0.17,46765.34,49477.94,-2712.6
2025-08,UK,Central,Marketing,6,6.33,-0.33,47283.02,47538.16,-255.14
2025-08,UK,Central,Operations,15,15.36,-0.36,107331.69,106606.4,725.29
2025-08,UK,Central,Sales,12,12.36,-0.36,70482.52,73806.0,-3323.48
2025-08,UK,Central,Technology,10,10.65,-0.65,64580.19,67675.95,-3095.76
2025-08,UK,East,G&A,4,4.19,-0.19,29046.33,29211.07,-164.74
2025-08,UK,East,Marketing,6,5.97,0.03,41651.79,41996.83,-345.04
2025-08,UK,East,Operations,14,14.02,-0.02,96735.14,99548.02,-2812.88
2025-08,UK,East,Sales,9,9.37,-0.37,65417.16,67118.2,-1701.04
2025-08,UK,East,Technology,8,8.39,-0.39,55897.73,59921.87,-4024.14
2025-08,UK,International,G&A,4,4.19,-0.19,32057.1,31320.78,736.32
2025-08,UK,International,Marketing,5,5.31,-0.31,35858.72,38351.52,-2492.8
2025-08,UK,International,Operations,12,12.62,-0.62,76504.04,77905.25,-1401.21
2025-08,UK,International,Sales,9,9.63,-0.63,60588.47,62383.81,-1795.34
2025-08,UK,International,Technology,8,8.54,-0.54,61595.04,64307.77,-2712.73
2025-08,UK,West,G&A,5,5.19,-0.19,37307.72,38145.21,-837.49
2025-08,UK,West,Marketing,8,8.44,-0.44,58029.51,60763.17,-2733.66
2025-08,UK,West,Operations,18,18.57,-0.57,140839.97,143158.15,-2318.18
2025-08,UK,West,Sales,12,12.63,-0.63,110791.38,118827.63,-8036.25
2025-08,UK,West,Technology,11,11.25,-0.25,84526.54,89718.18,-5191.64
2025-08,USA,Central,G&A,7,6.7,0.3,46740.22,45570.79,1169.43
2025-08,USA,Central,Marketing,10,10.27,-0.27,66585.13,68007.48,-1422.35
2025-08,USA,Central,Operations,25,25.93,-0.93,188664.93,187976.6,688.33
2025-08,USA,Central,Sales,17,17.19,-0.19,136457.71,139138.75,-2681.04
2025-08,USA,Central,Technology,14,14.04,-0.04,101904.08,110293.25,-8389.17
2025-08,USA,East,G&A,7,7.1,-0.1,49045.11,50071.27,-1026.16
2025-08,USA,East,Marketing,9,9.03,-0.03,74239.14,77485.94,-3246.8
2025-08,USA,East,Operations,22,22.99,-0.99,181075.29,188818.45,-7743.16
2025-08,USA,East,Sales,15,15.66,-0.66,114451.37,117268.05,-2816.68
2025-08,USA,East,Technology,14,14.87,-0.87,102554.21,107256.67,-4702.46
2025-08,USA,International,G&A,6,6.25,-0.25,43180.18,43419.04,-238.86
2025-08,USA,International,Marketing,9,9.41,-0.41,53493.29,56805.42,-3312.13
2025-08,USA,International,Operations,19,19.89,-0.89,175187.76,179146.68,-3958.92
2025-08,USA,International,Sales,14,14.24,-0.24,98046.16,103443.27,-5397.11
2025-08,USA,International,Technology,12,12.19,-0.19,78094.26,79560.52,-1466.26
2025-08,USA,West,G&A,9,9.75,-0.75,66043.74,62987.4,3056.34
2025-08,USA,West,Marketing,12,12.63,-0.63,98965.75,102459.81,-3494.06
2025-08,USA,West,Operations,28,29.28,-1.28,222236.49,220465.8,1770.69
2025-08,USA,West,Sales,20,20.75,-0.75,130722.87,130138.97,583.9
2025-08,USA,West,Technology,17,17.88,-0.88,127564.88,133460.0,-5895.12
2025-09,Canada,Central,G&A,6,6.21,-0.21,46274.23,48793.13,-2518.9
2025-09,Canada,Central,Marketing,8,8.14,-0.14,66314.75,68689.96,-2375.21
2025-09,Canada,Central,Operations,18,18.85,-0.85,98642.15,100612.25,-1970.1
2025-09,Canada,Central,Sales,12,12.39,-0.39,77352.39,79549.15,-2196.76
2025-09,Canada,Central,Technology,10,10.52,-0.52,69211.33,73244.89,-4033.56
2025-09,Canada,East,G&A,4,4.05,-0.05,26473.11,26775.42,-302.31
2025-09,Canada,East,Marketing,7,7.09,-0.09,59812.23,62567.04,-2754.81
2025-09,Canada,East,Operations,16,16.81,-0.81,106722.65,104794.58,1928.07
2025-09,Canada,East,Sales,12,13.13,-1.13,80422.94,78884.6,1538.34
2025-09,Canada,East,Technology,11,11.37,-0.37,93153.55,93436.49,-282.94
2025-09,Canada,International,G&A,4,4.08,-0.08,30241.1,30572.75,-331.65
2025-09,Canada,International,Marketing,6,6.34,-0.34,30494.95,30460.62,34.33
2025-09,Canada,International,Operations,13,13.87,-0.87,113980.49,121699.29,-7718.8
2025-09,Canada,International,Sales,11,11.49,-0.49,82035.15,86549.44,-4514.29
2025-09,Canada,International,Technology,9,9.21,-0.21,53982.73,57261.24,-3278.51
2025-09,Canada,West,G&A,6,6.29,-0.29,43002.57,44503.49,-1500.92
2025-09,Canada,West,Marketing,9,9.33,-0.33,62797.8,62727.16,70.64
2025-09,Canada,West,Operations,21,22.19,-1.19,168450.54,163281.73,5168.81
2025-09,Canada,West,Sales,14,14.19,-0.19,110332.57,110415.28,-82.71
2025-09,Canada,West,Technology,12,12.41,-0.41,86566.19,88281.93,-1715.74
2025-09,UK,Central,G&A,4,4.01,-0.01,25908.07,27085.06,-1176.99
2025-09,UK,Central,Marketing,7,6.74,0.26,50179.75,52311.51,-2131.76
2025-09,UK,Central,Operations,14,14.21,-0.21,97924.46,102967.89,-5043.43
2025-09,UK,Central,Sales,10,10.06,-0.06,74270.97,77387.42,-3116.45
2025-09,UK,Central,Technology,9,9.27,-0.27,66848.43,67222.44,-374.01
2025-09,UK,East,G&A,4,4.05,-0.05,30857.79,31716.28,-858.49
2025-09,UK,East,Marketing,6,6.48,-0.48,38921.83,40587.32,-1665.49
2025-09,UK,East,Operations,15,15.65,-0.65,118080.25,120600.31,-2520.06
2025-09,UK,East,Sales,11,11.61,-0.61,69392.59,73058.57,-3665.98
2025-09,UK,East,Technology,8,8.29,-0.29,61127.73,62555.6,-1427.87
2025-09,UK,International,G&A,4,4.29,-0.29,24337.42,24000.61,336.81
2025-09,UK,International,Marketing,5,5.09,-0.09,28357.08,30352.37,-1995.29
2025-09,UK,International,Operations,11,11.79,-0.79,63473.82,66777.26,-3303.44
2025-09,UK,International,Sales,9,9.56,-0.56,49924.44,50626.6,-702.16
2025-09,UK,International,Technology,8,8.09,-0.09,59758.53,60797.18,-1038.65
2025-09,UK,West,G&A,5,5.2,-0.2,42040.16,42038.71,1.45
2025-09,UK,West,Marketing,8,8.02,-0.02,48240.9,50875.84,-2634.94
2025-09,UK,West,Operations,16,16.02,-0.02,123787.2,121579.14,2208.06
2025-09,UK,West,Sales,13,13.77,-0.77,75174.05,76962.27,-1788.22
2025-09,UK,West,Technology,10,10.35,-0.35,93059.97,95214.33,-2154.36
2025-09,USA,Central,G&A,8,8.16,-0.16,41717.27,42783.48,-1066.21
2025-09,USA,Central,Marketing,10,10.43,-0.43,86207.54,89095.13,-2887.59
2025-09,USA,Central,Operations,25,26.36,-1.36,213180.61,220805.61,-7625.0
2025-09,USA,Central,Sales,17,17.68,-0.68,91416.94,98394.34,-6977.4
2025-09,USA,Central,Technology,15,15.03,-0.03,116043.73,123972.73,-7929.0
2025-09,USA,East,G&A,7,7.51,-0.51,45829.23,47820.31,-1991.08
2025-09,USA,East,Marketing,9,9.07,-0.07,71396.02,72401.41,-1005.39
2025-09,USA,East,Operations,22,22.76,-0.76,138852.47,148845.76,-9993.29
2025-09,USA,East,Sales,17,18.21,-1.21,113339.86,114920.71,-1580.85
2025-09,USA,East,Technology,14,15.13,-1.13,93811.2,93026.1,785.1
2025-09,USA,International,G&A,6,6.38,-0.38,37185.24,38221.06,-1035.82
2025-09,USA,International,Marketing,8,8.18,-0.18,50381.7,51406.81,-1025.11
2025-09,USA,International,Operations,18,18.49,-0.49,110459.2,112470.64,-2011.44
2025-09,USA,International,Sales,14,13.78,0.22,101661.76,105344.57,-3682.81
2025-09,USA,International,Technology,11,11.23,-0.23,81646.15,83375.45,-1729.3
2025-09,USA,West,G&A,8,8.39,-0.39,55140.01,57107.68,-1967.67
2025-09,USA,West,Marketing,12,12.67,-0.67,85046.04,87958.49,-2912.45
2025-09,USA,West,Operations,27,27.12,-0.12,211208.43,224056.38,-12847.95
2025-09,USA,West,Sales,21,21.43,-0.43,164883.64,166092.46,-1208.82
2025-09,USA,West,Technology,17,18.01,-1.01,120439.64,125023.12,-4583.48
2025-10,Canada,Central,G&A,6,6.19,-0.19,41123.25,40053.31,1069.94
2025-10,Canada,Central,Marketing,8,8.63,-0.63,50677.04,51854.18,-1177.14
2025-10,Canada,Central,Operations,15,15.59,-0.59,98164.86,99625.99,-1461.13
2025-10,Canada,Central,Sales,13,12.94,0.06,96307.45,99859.33,-3551.88
2025-10,Canada,Central,Technology,11,11.5,-0.5,82446.91,81556.16,890.75
2025-10,Canada,East,G&A,5,4.92,0.08,31474.29,31686.19,-211.9
2025-10,Canada,East,Marketing,7,6.92,0.08,33922.55,35458.97,-1536.42
2025-10,Canada,East,Operations,17,17.82,-0.82,136815.27,146666.65,-9851.38
2025-10,Canada,East,Sales,13,12.74,0.26,96266.98,97442.8,-1175.82
2025-10,Canada,East,Technology,11,11.49,-0.49,84274.74,87462.65,-3187.91
2025-10,Canada,International,G&A,4,4.03,-0.03,31172.64,31412.46,-239.82
2025-10,Canada,International,Marketing,6,6.39,-0.39,46200.95,47996.01,-1795.06
2025-10,Canada,International,Operations,14,13.99,0.01,102795.74,110005.52,-7209.78
2025-10,Canada,International,Sales,10,10.83,-0.83,74812.64,72938.92,1873.72
2025-10,Canada,International,Technology,8,8.25,-0.25,58147.94,61039.19,-2891.25
2025-10,Canada,West,G&A,7,7.14,-0.14,48330.22,48727.63,-397.41
2025-10,Canada,West,Marketing,9,9.34,-0.34,60094.09,62419.7,-2325.61
2025-10,Canada,West,Operations,20,20.45,-0.45,131989.98,129952.63,2037.35
2025-10,Canada,West,Sales,16,16.83,-0.83,110494.88,113481.1,-2986.22
2025-10,Canada,West,Technology,12,12.79,-0.79,75243.29,72485.63,2757.66
2025-10,UK,Central,G&A,4,3.87,0.13,27498.27,28002.68,-504.41
2025-10,UK,Central,Marketing,7,7.04,-0.04,49504.45,51612.44,-2107.99
2025-10,UK,Central,Operations,13,13.58,-0.58,80894.35,82528.84,-1634.49
2025-10,UK,Central,Sales,12,12.13,-0.13,76751.07,81521.55,-4770.48
2025-10,UK,Central,Technology,10,10.33,-0.33,52842.69,54308.57,-1465.88
2025-10,UK,East,G&A,4,4.34,-0.34,23725.15,24473.01,-747.86
2025-10,UK,East,Marketing,6,6.04,-0.04,43997.32,46454.85,-2457.53
2025-10,UK,East,Operations,14,14.33,-0.33,112747.4,113590.22,-842.82
2025-10,UK,East,Sales,10,10.16,-0.16,67951.2,70678.86,-2727.66
2025-10,UK,East,Technology,9,9.59,-0.59,60510.17,61219.35,-709.18
2025-10,UK,International,G&A,4,4.11,-0.11,31953.51,33421.67,-1468.16
2025-10,UK,International,Marketing,5,5.45,-0.45,29150.08,30161.24,-1011.16
2025-10,UK,International,Operations,11,11.31,-0.31,71101.02,77583.4,-6482.38
2025-10,UK,International,Sales,9,9.16,-0.16,74405.86,74594.6,-188.74
2025-10,UK,International,Technology,7,7.38,-0.38,53930.61,55170.86,-1240.25
2025-10,UK,West,G&A,5,5.35,-0.35,28719.4,29932.22,-1212.82
2025-10,UK,West,Marketing,7,6.73,0.27,53338.76,54366.75,-1027.99
2025-10,UK,West,Operations,17,17.63,-0.63,121301.26,126407.63,-5106.37
2025-10,UK,West,Sales,12,12.37,-0.37,101251.93,107539.66,-6287.73
2025-10,UK,West,Technology,11,11.11,-0.11,90176.89,96755.54,-6578.65
2025-10,USA,Central,G&A,8,8.34,-0.34,60826.31,64048.95,-3222.64
2025-10,USA,Central,Marketing,11,11.82,-0.82,83039.49,82033.57,1005.92
2025-10,USA,Central,Operations,23,24.43,-1.43,177597.39,183969.14,-6371.75
2025-10,USA,Central,Sales,17,17.71,-0.71,111984.96,111957.99,26.97
